id,name,team,height,weight,year,position,hometown,state,country,latitude,longitude
5089456,Caleb McDougle,Alabama,71.0,207.0,4.0,DB,Muscle Shoals,AL,USA,34.7436791,-87.6532615
5089458,Vito Perri,Alabama,72.0,205.0,2.0,LB,Alpharetta,GA,USA,34.0709576,-84.2747329
5089459,Ty Roper,Alabama,68.0,189.0,2.0,DB,Foley,AL,USA,30.4065868,-87.6835974
5089461,Nick Serpa,Alabama,76.0,215.0,4.0,P,Foothill Ranch,CA,USA,33.6837644,-117.662249
5089462,Jack Standeffer,Alabama,70.0,160.0,2.0,WR,Tuscaloosa,AL,USA,33.2095614,-87.5675258
5093292,Cade Carruth,Alabama,73.0,195.0,3.0,QB,Trussville,AL,USA,33.6196266,-86.6084342
5100330,MJ Chirgwin,Alabama,72.0,195.0,3.0,WR,Huntington Beach,CA,USA,33.6783336,-118.000016
5100332,Alijah May,Alabama,71.0,195.0,4.0,DB,Pinson,AL,USA,33.6889908,-86.6833229
5100334,Peyton Yates,Alabama,70.0,180.0,3.0,DB,Eads,TN,USA,35.2045325,-89.6492471
5104212,Jaren Hamilton,Alabama,73.0,195.0,1.0,WR,Gainesville,FL,USA,29.6519684,-82.3249846
5150247,Malik Benson,Alabama,73.0,195.0,4.0,WR,Lansing,KS,USA,39.248739,-94.900246
5150249,Justin Jefferson,Alabama,73.0,228.0,4.0,LB,Memphis,TN,USA,35.1460249,-90.0517638
5150250,Roq Montgomery,Alabama,75.0,337.0,1.0,OL,Anniston,AL,USA,33.6624824,-85.8283224
5150251,Qua Russaw,Alabama,74.0,251.0,1.0,LB,Montgomery,AL,USA,32.37742,-86.3091683
5159905,Walter Sansing,Alabama,70.0,160.0,2.0,DB,Homewood,AL,USA,33.4737098,-86.8084509
5159906,Kaleb Fleming,Alabama,73.0,205.0,3.0,WR,Macomb,MI,USA,42.6741189,-82.902901
5159907,Jake Ivie,Alabama,72.0,205.0,2.0,LB,Alabaster,AL,USA,33.2442813,-86.8163773
5159908,JR Gardner,Alabama,71.0,185.0,2.0,RB,Gulf Shores,AL,USA,30.2711224,-87.6893826
5159909,Tonio Ross,Alabama,74.0,180.0,1.0,DB,Alexandria,AL,USA,33.768705800000006,-85.88067598757408
5159910,Kolby Peavy,Alabama,73.0,180.0,2.0,DB,Monroeville,AL,USA,31.5278224,-87.3246325
5159911,Conner Warhurst,Alabama,74.0,190.0,2.0,DB,Russellville,AL,USA,34.5068228,-87.7290264
5159912,Brock O'Quinn,Alabama,73.0,210.0,1.0,LS,Southlake,TX,USA,32.9412363,-97.1341783
5159913,Noland Asberry,Alabama,73.0,190.0,3.0,LB,Mobile,AL,USA,30.6913462,-88.0437509
5159914,Braylon Chatman,Alabama,72.0,200.0,2.0,LB,Trussville,AL,USA,33.6196266,-86.6084342
5159915,Davis Peterson,Alabama,73.0,235.0,2.0,OL,Birmingham,AL,USA,33.5206824,-86.8024326
5159916,Mac Smith,Alabama,75.0,270.0,2.0,OL,Birmingham,AL,USA,33.5206824,-86.8024326
5159917,Baker Hickman,Alabama,75.0,315.0,2.0,OL,Tuscaloosa,AL,USA,33.2095614,-87.5675258
5159918,Billy Roby,Alabama,71.0,245.0,2.0,OL,Huntsville,AL,USA,34.729847,-86.5859011
5159919,Lane Whisenhunt,Alabama,74.0,285.0,2.0,LB,Vestavia Hills,AL,USA,33.4487989,-86.7879492
5159920,Reed Harradine,Alabama,75.0,185.0,1.0,PK,Birmingham,AL,USA,33.5206824,-86.8024326
